,sentyr,songername,demean_logprisonsentmonths,christian,aba_best,x_black,x_dem,age,trial,gender
8046,2004,"LEISURE, PETER K.",1.7373919486999512,1.0,1.0,0.0,0.0,75.0,0.5,1.0
12390,2005,"SHARPE, GARY L.",-0.41140875220298767,0.0,1.0,0.0,0.0,58.0,0.022727273404598236,1.0
14786,2001,"WILSON, WILLIAM ROY, JR.",-0.27770063281059265,1.0,1.0,0.0,1.0,62.0,0.02380952425301075,1.0
9997,1993,"NEVAS, ALAN H.",0.11750078201293945,0.0,1.0,0.0,0.0,65.0,0.0,1.0
10816,1998,"POLITAN, NICHOLAS H.",-0.42199498414993286,0.0,0.0,0.0,0.0,63.0,0.1875,1.0
5174,1995,"GRIESA, THOMAS P.",0.043862245976924896,0.0,0.0,0.0,0.0,65.0,0.20000000298023224,1.0
3097,2002,"DAVIDSON, GLEN H.",0.41346755623817444,1.0,0.0,0.0,0.0,61.0,0.03999999910593033,1.0
1184,2010,"BOWEN, DUDLEY H., JR.",0.10814925283193588,1.0,0.0,0.0,1.0,69.0,0.0,1.0
13272,1998,"STROM, LYLE E.",-0.19757692515850067,0.0,1.0,0.0,0.0,73.0,0.08571428805589676,1.0
9057,1991,"MCKINNEY, LARRY J.",0.018009385094046593,1.0,1.0,0.0,0.0,47.0,0.0,1.0
56,2011,"ADAMS, JOHN R.",0.5787250995635986,0.0,0.0,0.0,0.0,56.0,0.0416666679084301,1.0
2091,2006,"CASSELL, PAUL G.",0.2806110084056854,0.0,1.0,0.0,0.0,47.0,0.00699300691485405,1.0
6759,1999,"JOHNSON, STERLING, JR.",0.3601776957511902,1.0,0.0,1.0,0.0,65.0,0.07017543911933899,1.0
12323,2004,"SHANSTROM, JACK D.",-0.32413461804389954,1.0,1.0,0.0,0.0,72.0,0.03125,1.0
10979,2005,"PRESKA, LORETTA A.",-0.977535605430603,0.0,1.0,0.0,0.0,56.0,0.09090909361839294,0.0
13202,1994,"STOHR, DONALD JULIUS",-0.18058037757873535,0.0,1.0,0.0,0.0,60.0,0.5,1.0
3689,2005,"ECHOLS, ROBERT LYNN",-0.32161808013916016,1.0,1.0,0.0,0.0,64.0,0.043478261679410934,1.0
533,1999,"BARBIER, CARL J.",-0.48908713459968567,0.0,0.0,0.0,1.0,55.0,0.0,1.0
9810,1994,"MULLEN, GRAHAM C.",0.05390511825680733,1.0,1.0,0.0,0.0,54.0,0.08695652335882187,1.0
12834,2004,"SOLIS, JORGE ANTONIO",0.31505247950553894,0.0,0.0,0.0,0.0,53.0,0.16363635659217834,1.0
6586,2004,"JACK, JANIS GRAHAM",0.3375526964664459,1.0,0.0,0.0,1.0,58.0,0.04065040498971939,0.0
8301,1998,"LONGOBARDI, JOSEPH J.",0.3349032402038574,0.0,0.0,0.0,0.0,68.0,0.0,1.0
669,2009,"BATES, JOHN D.",-1.3024907112121582,0.0,1.0,0.0,0.0,63.0,0.0,1.0
5202,2004,"GRITZNER, JAMES E.",0.3267998695373535,1.0,1.0,0.0,0.0,57.0,0.12643678486347198,1.0
13948,1999,"VAN ANTWERPEN, FRANKLIN STUART",0.6561360359191895,1.0,1.0,0.0,0.0,58.0,0.1111111119389534,1.0
10680,1997,"PERRY, MATTHEW J., JR.",0.4250907301902771,1.0,0.0,1.0,1.0,76.0,0.0,1.0
1034,2000,"BLACKBURN, SHARON LOVELACE",0.4203040301799774,1.0,0.0,0.0,0.0,50.0,0.07692307978868484,0.0
12829,1999,"SOLIS, JORGE ANTONIO",-0.007416427135467529,0.0,0.0,0.0,0.0,48.0,0.0595238097012043,1.0
14221,2010,"WALKER, VAUGHN R.",-0.05818129703402519,1.0,0.0,0.0,0.0,66.0,0.0,1.0
14798,1995,"WINDER, DAVID K.",-1.1634814739227295,1.0,0.0,0.0,1.0,63.0,0.0,1.0
1610,1996,"BUCKLEW, SUSAN C.",-0.023827722296118736,1.0,0.0,0.0,1.0,54.0,0.3035714328289032,0.0
2375,1997,"CLEMON, U.W.",1.2477352619171143,1.0,0.0,1.0,1.0,54.0,0.0,1.0
10616,2011,"PECHMAN, MARSHA J.",-0.03986296430230141,0.0,0.0,0.0,1.0,60.0,0.021276595070958138,0.0
1536,2007,"BROWNING, JAMES O.",0.7045032382011414,0.0,1.0,0.0,0.0,51.0,0.02777777798473835,1.0
2896,1991,"CRABB, BARBARA B.",0.20547866821289062,1.0,0.0,0.0,1.0,52.0,0.3333333432674408,0.0
8310,2000,"LONGSTAFF, RONALD EARL",-0.029988912865519524,1.0,1.0,0.0,0.0,59.0,0.034090910106897354,1.0
14459,2006,"WEINSTEIN, JACK B.",-0.9185133576393127,0.0,1.0,0.0,1.0,85.0,0.08888889104127884,1.0
13074,1999,"STANTON, LOUIS L.",0.6260752081871033,1.0,1.0,0.0,0.0,72.0,0.09090909361839294,1.0
1946,2000,"CAMPOS, SANTIAGO E.",0.584561288356781,0.0,1.0,0.0,1.0,74.0,0.0,1.0
10907,1993,"POTTER, ROBERT D.",0.07444777339696884,0.0,0.0,0.0,0.0,70.0,0.09090909361839294,1.0
2021,2008,"CARROLL, EARL HAMBLIN",-0.25839442014694214,0.0,0.0,0.0,1.0,83.0,0.04838709533214569,1.0
13794,2003,"TUCKER, PETRESE B.",-0.8207725882530212,0.0,1.0,1.0,1.0,52.0,0.12121212482452393,0.0
13398,2001,"TANNER, JACK E.",0.17995469272136688,1.0,0.0,1.0,1.0,82.0,0.08510638028383255,1.0
5564,2011,"HARWELL, ROBERT BRYAN",0.16935472190380096,0.0,0.0,0.0,0.0,52.0,0.0317460335791111,1.0
12216,2005,"SESSIONS, WILLIAM K., III",0.012336434796452522,0.0,1.0,0.0,1.0,58.0,0.0,1.0
2412,2004,"COAR, DAVID H.",-0.03277985751628876,0.0,1.0,1.0,1.0,61.0,0.0625,1.0
8641,2010,"MARSH, MALCOLM FRANCIS",-1.3230502605438232,1.0,1.0,0.0,0.0,82.0,0.0,1.0
8572,1994,"MARCUS, STANLEY",0.8410260677337646,0.0,1.0,0.0,1.0,48.0,0.25,1.0
3383,2011,"DLOTT, SUSAN J.",-0.4829438030719757,0.0,1.0,0.0,1.0,62.0,0.054054055362939835,0.0
11279,1995,"REED, EDWARD C., JR.",2.7356443405151367,1.0,0.0,0.0,1.0,71.0,1.0,1.0
2422,1997,"COBB, HOWELL",-0.0008699893951416016,1.0,0.0,0.0,0.0,75.0,0.0,1.0
13086,2011,"STARRETT, KEITH",-1.5805754661560059,0.0,1.0,0.0,0.0,60.0,0.1818181872367859,1.0
10431,1999,"PANNER, OWEN M.",0.13251954317092896,1.0,1.0,0.0,1.0,75.0,0.03448275849223137,1.0
7969,2007,"LEFKOW, JOAN HUMPHREY",-0.21299807727336884,1.0,1.0,0.0,1.0,63.0,0.08695652335882187,0.0
5164,2005,"GREER, JAMES RONNIE",-0.0006840457790531218,0.0,0.0,0.0,0.0,53.0,0.15199999511241913,1.0
8038,1996,"LEISURE, PETER K.",-0.9241676330566406,1.0,1.0,0.0,0.0,67.0,0.0,1.0
11815,2002,"SACHS, HOWARD F.",0.16297800838947296,0.0,1.0,0.0,1.0,77.0,0.0882352963089943,1.0
5108,2003,"GRANADE, CALLIE V.",-0.05644848942756653,0.0,1.0,0.0,0.0,53.0,0.09482758492231369,0.0
4975,2001,"GONZALEZ, IRMA E.",-0.14879728853702545,0.0,0.0,0.0,0.0,53.0,0.03750000149011612,0.0
1631,2000,"BUCKLO, ELAINE F.",-0.0509721040725708,0.0,1.0,0.0,1.0,56.0,0.09090909361839294,0.0
14955,2002,"WOODLOCK, DOUGLAS P.",-0.39009398221969604,1.0,0.0,0.0,0.0,55.0,0.03030303120613098,1.0
2835,2002,"COUGHENOUR, JOHN C.",0.17282676696777344,0.0,1.0,0.0,0.0,61.0,0.03846153989434242,1.0
10436,2004,"PANNER, OWEN M.",0.27964410185813904,1.0,1.0,0.0,1.0,80.0,0.0,1.0
9700,2002,"MORGAN, HENRY COKE, JR.",0.3571191728115082,1.0,0.0,0.0,0.0,67.0,0.1111111119389534,1.0
4405,2004,"FRIEDMAN, PAUL LAWRENCE",0.9511430263519287,0.0,1.0,0.0,1.0,60.0,0.125,1.0
462,1998,"BABCOCK, LEWIS T.",-0.32641321420669556,1.0,1.0,0.0,0.0,55.0,0.0,1.0
11054,2002,"QUACKENBUSH, JUSTIN LOWE",0.4812532365322113,1.0,0.0,0.0,1.0,73.0,0.21052631735801697,1.0
12438,1996,"SHEDD, DENNIS W.",0.6692053079605103,1.0,0.0,0.0,0.0,43.0,0.1875,1.0
7641,2006,"KRAM, SHIRLEY WOHL",-0.8228102922439575,0.0,0.0,0.0,0.0,84.0,0.1666666716337204,0.0
12523,2008,"SILVER, ROSLYN (APPTD MOORE-SILVER)",-0.15742911398410797,0.0,1.0,0.0,1.0,62.0,0.03550295904278755,0.0
8624,1993,"MARSH, MALCOLM FRANCIS",0.7296032905578613,1.0,1.0,0.0,0.0,65.0,1.0,1.0
8207,2002,"LINDBERG, GEORGE W.",0.18472428619861603,1.0,0.0,0.0,0.0,70.0,0.03846153989434242,1.0
9719,2007,"MORROW, MARGARET M.",0.537964403629303,0.0,1.0,0.0,1.0,57.0,0.021276595070958138,0.0
9306,2002,"MICKLE, STEPHAN P.",0.363902747631073,1.0,0.0,1.0,1.0,58.0,0.140625,1.0
6800,2008,"JOHNSTONE, EDWARD H.",0.9395558834075928,1.0,1.0,0.0,1.0,86.0,0.0,1.0
3341,1999,"DILLIN, SAMUEL HUGH",-0.41757628321647644,1.0,0.0,0.0,1.0,85.0,0.05263157933950424,1.0
8618,2010,"MARRERO, VICTOR",0.43217378854751587,0.0,0.0,0.0,1.0,69.0,0.03030303120613098,1.0
8630,1999,"MARSH, MALCOLM FRANCIS",-0.011486724019050598,1.0,1.0,0.0,0.0,71.0,0.04651162773370743,1.0
2448,1990,"COFFRIN, ALBERT W.",0.0,1.0,0.0,0.0,0.0,71.0,0.0,1.0
10384,1995,"PAINE, JAMES CARRIGER",1.6179722547531128,1.0,1.0,0.0,1.0,71.0,0.6666666865348816,1.0
12387,2010,"SHARP, GEORGE KENDALL",-0.3763306736946106,1.0,0.0,0.0,0.0,76.0,0.0784313753247261,1.0
8625,1994,"MARSH, MALCOLM FRANCIS",-0.06580400466918945,1.0,1.0,0.0,0.0,66.0,0.0,1.0
5034,2007,"GORTON, NATHANIEL MATHESON",0.775917649269104,1.0,0.0,0.0,0.0,69.0,0.18421052396297455,1.0
14012,2004,"VANCE, SARAH SAVOIA",-0.10014795511960983,0.0,1.0,0.0,1.0,54.0,0.09677419066429138,0.0
565,2011,"BARBOUR, WILLIAM H., JR.",0.6677926182746887,1.0,0.0,0.0,0.0,70.0,0.2222222238779068,1.0
2852,2001,"COVELLO, ALFRED VINCENT",0.22712211310863495,0.0,1.0,0.0,0.0,68.0,0.0555555559694767,1.0
8425,1994,"LYNCH, EUGENE F.",0.8503232002258301,0.0,1.0,0.0,0.0,63.0,0.6000000238418579,1.0
2928,1997,"CROCKER, MYRON D.",1.6422654390335083,1.0,0.0,0.0,0.0,82.0,0.6666666865348816,1.0
12763,2001,"SMITH, REBECCA BEACH",0.38316407799720764,1.0,0.0,0.0,0.0,52.0,0.0357142873108387,0.0
13989,1997,"VANASKIE, THOMAS I.",0.5622391104698181,0.0,1.0,0.0,1.0,44.0,0.0,1.0
12563,1998,"SIMPSON, CHARLES R., III",0.19883471727371216,0.0,0.0,0.0,0.0,53.0,0.0,1.0
157,1990,"ALLEY, WAYNE E.",0.003952741622924805,1.0,0.0,0.0,0.0,58.0,1.0,1.0
10575,2011,"PAULEY, WILLIAM H., III",-0.18021316826343536,1.0,1.0,0.0,1.0,59.0,0.0,1.0
7705,2000,"LAFFITTE, HECTOR M.",0.41252103447914124,0.0,1.0,0.0,0.0,66.0,0.010416666977107525,1.0
1456,1998,"BROOMFIELD, ROBERT C.",0.31088027358055115,1.0,1.0,0.0,0.0,65.0,0.0,1.0
15156,2008,"ZATKOFF, LAWRENCE P.",0.39748913049697876,0.0,1.0,0.0,0.0,69.0,0.0,1.0
13101,2009,"STEARNS, RICHARD G.",-0.07080948352813721,1.0,1.0,0.0,1.0,65.0,0.020408162847161293,1.0
9510,2000,"MONTGOMERY, ANN D.",0.05307769775390625,1.0,1.0,0.0,1.0,51.0,0.12068965286016464,0.0
8813,2003,"MAXWELL, ROBERT E.",-0.013834419660270214,0.0,0.0,0.0,1.0,79.0,0.0,1.0
5453,1998,"HAND, WILLIAM BREVARD",-0.3117983341217041,1.0,1.0,0.0,0.0,74.0,0.0,1.0
2695,1999,"CONWAY, JOHN E.",-0.03414862975478172,1.0,1.0,0.0,0.0,65.0,0.0284810122102499,1.0
4788,1998,"GIBBONS, JULIA SMITH",0.347093790769577,1.0,0.0,0.0,0.0,48.0,0.06896551698446274,0.0
7775,2006,"LANCASTER, GARY L.",-0.8871625065803528,1.0,0.0,1.0,1.0,57.0,0.08571428805589676,1.0
5111,2006,"GRANADE, CALLIE V.",0.21152721345424652,0.0,1.0,0.0,0.0,56.0,0.05882352963089943,0.0
2191,2001,"CEDARBAUM, MIRIAM GOLDMAN",-1.400748372077942,0.0,1.0,0.0,0.0,72.0,0.0,0.0
1052,2002,"BLAKE, CATHERINE C.",0.14662502706050873,0.0,1.0,0.0,1.0,52.0,0.13793103396892548,0.0
8834,1994,"MAZZONE, A. DAVID",0.31205302476882935,0.0,1.0,0.0,1.0,66.0,1.0,1.0
9528,2002,"MOODY, JAMES M.",-0.22674031555652618,1.0,1.0,0.0,1.0,62.0,0.04878048598766327,1.0
1531,2011,"BROWN, WESLEY ERNEST",0.15661729872226715,1.0,0.0,0.0,1.0,104.0,0.0,1.0
7947,2011,"LEE, TOM STEWART",-0.2502824664115906,1.0,0.0,0.0,0.0,70.0,0.0,1.0
7304,2002,"KENNEDY, HENRY HAROLD, JR.",1.514200210571289,1.0,1.0,1.0,1.0,54.0,0.11999999731779099,1.0
14258,2004,"WALTER, JOHN F.",0.0722104161977768,0.0,1.0,0.0,0.0,60.0,0.03333333507180214,1.0
1262,1999,"BRATTON, HOWARD C.",-0.3272770345211029,1.0,0.0,0.0,1.0,77.0,0.0044052861630916595,1.0
13107,2001,"STEEH, GEORGE CARAM",-0.999296247959137,0.0,1.0,0.0,1.0,54.0,0.10000000149011612,1.0
14377,1997,"WEBB, RODNEY S.",0.22580483555793762,1.0,0.0,0.0,0.0,62.0,0.033898305147886276,1.0
7450,1997,"KISER, JACKSON L.",0.3436061441898346,1.0,1.0,0.0,0.0,68.0,0.5,1.0
1557,1997,"BRYAN, ROBERT JENSEN",1.1751072406768799,0.0,0.0,0.0,0.0,63.0,1.0,1.0
13962,2003,"VAN BEBBER, G. THOMAS",0.0903448760509491,1.0,1.0,0.0,0.0,72.0,0.0555555559694767,1.0
9891,2008,"MURPHY, GEORGE PATRICK",-0.6033346652984619,0.0,0.0,0.0,1.0,60.0,0.11267605423927307,1.0
7746,1997,"LAMBERTH, ROYCE C.",1.4827806949615479,1.0,0.0,0.0,0.0,54.0,0.5,1.0
8137,2011,"LETTS, J. SPENCER",-2.79048228263855,0.0,0.0,0.0,0.0,77.0,0.0,1.0
2278,2005,"CHESLER, STANLEY R.",0.22481216490268707,0.0,1.0,0.0,0.0,58.0,0.0357142873108387,1.0
3666,2000,"DWYER, WILLIAM L.",0.2607985734939575,1.0,0.0,0.0,0.0,71.0,0.0,1.0
3080,2011,"DANIELS, GEORGE B.",-1.0590522289276123,0.0,1.0,1.0,1.0,58.0,0.02380952425301075,1.0
14645,2002,"WILHOIT, HENRY R., JR.",0.043813370168209076,1.0,1.0,0.0,0.0,67.0,0.20000000298023224,1.0
1924,1998,"CAMPBELL, TODD J.",-0.1850072294473648,0.0,1.0,0.0,1.0,42.0,0.3333333432674408,1.0
5297,1999,"HAGEN, DAVID W.",0.20907315611839294,1.0,1.0,0.0,1.0,68.0,0.028985507786273956,1.0
53,2008,"ADAMS, JOHN R.",0.5064941644668579,0.0,0.0,0.0,0.0,53.0,0.03846153989434242,1.0
1961,2003,"CARDONE, KATHLEEN",-1.8518131971359253,0.0,1.0,0.0,0.0,50.0,0.0,0.0
14028,2011,"VARLAN, THOMAS A.",-0.2545631527900696,0.0,0.0,0.0,0.0,55.0,0.032967034727334976,1.0
11183,2007,"RANDA, RUDOLPH T.",-0.07833480089902878,0.0,0.0,0.0,0.0,67.0,0.05263157933950424,1.0
10674,2009,"PERRY, CATHERINE DELORES",-0.11662863940000534,0.0,1.0,0.0,1.0,57.0,0.03773584961891174,0.0
785,2004,"BEISTLINE, RALPH R.",-0.10799524933099747,0.0,0.0,0.0,0.0,56.0,0.0625,1.0
11561,2003,"ROGERS, RICHARD D.",0.5208590626716614,1.0,0.0,0.0,0.0,82.0,0.06896551698446274,1.0
14204,1993,"WALKER, VAUGHN R.",-0.4665345251560211,1.0,0.0,0.0,0.0,49.0,0.0,1.0
8865,2000,"MCAVOY, THOMAS J.",0.12082000076770782,0.0,1.0,0.0,0.0,62.0,0.04040404036641121,1.0
13524,2005,"THOMPSON, ALVIN W.",-0.9648195505142212,1.0,0.0,1.0,1.0,52.0,0.05882352963089943,1.0
14611,1993,"WHYTE, RONALD MCLEOD",0.01577162742614746,1.0,1.0,0.0,0.0,51.0,0.0,1.0
10498,2009,"PARKER, JOHN V.",-0.6614855527877808,1.0,1.0,0.0,1.0,81.0,0.06666667014360428,1.0
11966,2007,"SCHEINDLIN, SHIRA A.",0.018699174746870995,0.0,1.0,0.0,1.0,61.0,0.05263157933950424,0.0
14844,2011,"WINMILL, BARRY LYNN",-0.07507064193487167,0.0,1.0,0.0,1.0,59.0,0.04273504391312599,1.0
13489,2004,"TELESCA, MICHAEL A.",0.8523367047309875,0.0,0.0,0.0,0.0,75.0,0.0,1.0
4826,2010,"GILBERT, JOHN PHIL",0.1059727892279625,1.0,1.0,0.0,0.0,61.0,0.017543859779834747,1.0
2754,2011,"COOKE, MARCIA G.",-0.1154104471206665,0.0,1.0,1.0,0.0,57.0,0.027397260069847107,0.0
34,1998,"ADAMS, HENRY LEE",0.6698963046073914,1.0,0.0,1.0,1.0,53.0,0.12195122241973877,1.0
7301,1999,"KENNEDY, HENRY HAROLD, JR.",0.18525539338588715,1.0,1.0,1.0,1.0,51.0,0.1764705926179886,1.0
4724,2001,"GERSHON, NINA",-0.1782272756099701,0.0,0.0,0.0,1.0,61.0,0.05154639109969139,0.0
10744,1999,"PIERAS, JAIME, JR.",-0.9064996242523193,0.0,0.0,0.0,0.0,75.0,0.0,1.0
1665,2001,"BULLOCK, FRANK W., JR.",0.1942683756351471,1.0,0.0,0.0,0.0,63.0,0.06329113990068436,1.0
7608,1995,"KOVACHEVICH, ELIZABETH A.",-0.011350343003869057,0.0,0.0,0.0,0.0,59.0,0.02631578966975212,0.0
13070,1995,"STANTON, LOUIS L.",1.3956118822097778,1.0,1.0,0.0,0.0,68.0,0.0,1.0
8309,1999,"LONGSTAFF, RONALD EARL",0.08071977645158768,1.0,1.0,0.0,0.0,58.0,0.04273504391312599,1.0
4000,2004,"FARNAN, JOSEPH J., JR.",-1.1190701723098755,0.0,0.0,0.0,0.0,59.0,0.25,1.0
4,1995,"ACKER, WILLIAM MARSH, JR.",-0.004776350688189268,1.0,0.0,0.0,0.0,68.0,0.4000000059604645,1.0
5987,2010,"HODGES, WILLIAM TERRELL",0.5548658967018127,1.0,0.0,0.0,0.0,76.0,0.03703703731298447,1.0
10132,2000,"NORGLE, CHARLES R., SR.",0.08857956528663635,0.0,1.0,0.0,0.0,63.0,0.0555555559694767,1.0
8667,1996,"MARTEN, JOHN THOMAS",-0.8414056301116943,1.0,1.0,0.0,1.0,45.0,0.0,1.0
10899,1999,"POTTER, JOHN W.",-0.5321470499038696,1.0,0.0,0.0,0.0,81.0,0.0,1.0
12020,2001,"SCHLESINGER, HARVEY E.",-1.7937545776367188,0.0,1.0,0.0,0.0,61.0,0.02777777798473835,1.0
5769,1996,"HEYBURN, JOHN GILPIN, II",-0.35036006569862366,1.0,0.0,0.0,0.0,48.0,0.0,1.0
13013,2002,"STAFFORD, WILLIAM H., JR.",0.017229080200195312,1.0,0.0,0.0,0.0,71.0,0.0,1.0
529,2008,"BARBADORO, PAUL JAMES",0.2968321740627289,0.0,1.0,0.0,0.0,53.0,0.09000000357627869,1.0
6748,1999,"JOHNSON, NORMA HOLLOWAY",0.3082847595214844,1.0,0.0,1.0,1.0,67.0,0.0,0.0
3890,2001,"ENSLEN, RICHARD ALAN",0.24915777146816254,0.0,1.0,0.0,1.0,70.0,0.06521739065647125,1.0
11709,1996,"ROY, ELSIJANE TRIMBLE",-1.7461678981781006,1.0,1.0,0.0,1.0,80.0,0.0,0.0
3699,2001,"ECONOMUS, PETER C.",-0.8628649115562439,0.0,1.0,0.0,1.0,58.0,0.0,1.0
1040,2006,"BLACKBURN, SHARON LOVELACE",0.3947535753250122,1.0,0.0,0.0,0.0,56.0,0.13333334028720856,0.0
11083,2007,"QUIST, GORDON JAY",0.15140415728092194,1.0,1.0,0.0,0.0,70.0,0.04651162773370743,1.0
1565,2005,"BRYAN, ROBERT JENSEN",-1.3117038011550903,0.0,0.0,0.0,0.0,71.0,0.0,1.0
14792,2007,"WILSON, WILLIAM ROY, JR.",-0.019051354378461838,1.0,1.0,0.0,1.0,68.0,0.078125,1.0
11449,1998,"ROBINSON, MARY LOU",-0.3549649715423584,1.0,0.0,0.0,1.0,72.0,0.0,0.0
9981,2002,"NELSON, EDWIN L.",-0.3148196339607239,1.0,0.0,0.0,0.0,62.0,0.08695652335882187,1.0
12505,2005,"SIFTON, CHARLES P.",0.607715904712677,1.0,1.0,0.0,1.0,70.0,0.23076923191547394,1.0
8529,2004,"MANNING, BLANCHE M.",-0.4384622573852539,0.0,0.0,1.0,1.0,70.0,0.0416666679084301,0.0
7812,2006,"LARSON, STEPHEN G.",0.19268111884593964,0.0,1.0,0.0,0.0,42.0,0.0,1.0
9182,2007,"MEANS, TERRY ROBERT",0.12317267060279846,1.0,0.0,0.0,0.0,59.0,0.145454540848732,1.0
8806,1995,"MAXWELL, ROBERT E.",0.36046624183654785,0.0,0.0,0.0,1.0,71.0,0.0,1.0
8825,2006,"MAYS, SAMUEL H., JR.",0.21852238476276398,0.0,0.0,0.0,0.0,58.0,0.056603774428367615,1.0
4047,1997,"FEIKENS, JOHN",0.9801333546638489,1.0,0.0,0.0,0.0,80.0,0.4000000059604645,1.0
5023,1996,"GORTON, NATHANIEL MATHESON",0.5095041990280151,1.0,0.0,0.0,0.0,58.0,0.0714285746216774,1.0
12846,1998,"SOTOMAYOR, SONIA",0.37605637311935425,0.0,0.0,0.0,1.0,44.0,0.0,0.0
278,2005,"ANDERSON, GEORGE ROSS, JR.",-0.6491124629974365,1.0,0.0,0.0,1.0,76.0,0.013698630034923553,1.0
13005,1993,"STAFFORD, WILLIAM H., JR.",0.27770423889160156,1.0,0.0,0.0,0.0,62.0,0.0,1.0
10777,1992,"PLATT, THOMAS C., JR.",-3.353107452392578,1.0,0.0,0.0,0.0,67.0,0.5,1.0
14811,2008,"WINDER, DAVID K.",0.5467161536216736,1.0,0.0,0.0,1.0,76.0,0.0,1.0
5996,1997,"HOEVELER, WILLIAM M.",0.6910306811332703,1.0,0.0,0.0,1.0,75.0,0.5,1.0
6999,2004,"KAHN, LAWRENCE E.",0.2547420263290405,0.0,0.0,0.0,1.0,67.0,0.02500000037252903,1.0
14747,1999,"WILSON, SAMUEL GRAYSON",0.14149188995361328,1.0,0.0,0.0,0.0,50.0,0.1388888955116272,1.0
9,1997,"ACKERMAN, HAROLD ARNOLD",0.8100275993347168,0.0,1.0,0.0,1.0,69.0,0.0,1.0
4089,2008,"FENNER, GARY A.",0.2675750255584717,0.0,1.0,0.0,1.0,61.0,0.07407407462596893,1.0
9337,2002,"MIHM, MICHAEL MARTIN",0.09849227219820023,0.0,0.0,0.0,0.0,59.0,0.05000000074505806,1.0
766,2000,"BECKWITH, SANDRA L. SHANK",-0.45398733019828796,1.0,0.0,0.0,0.0,57.0,0.0476190485060215,0.0
13130,2003,"STEELE, WILLIAM H.",0.3372472822666168,0.0,0.0,0.0,0.0,52.0,0.0625,1.0
6677,2003,"JENKINS, BRUCE S.",0.18584394454956055,1.0,1.0,0.0,1.0,76.0,0.0,1.0
8817,2007,"MAXWELL, ROBERT E.",0.10509233176708221,0.0,0.0,0.0,1.0,83.0,0.05000000074505806,1.0
5592,1992,"HAWKINS, FALCON B., JR.",-2.355152130126953,1.0,0.0,0.0,1.0,65.0,0.0,1.0
5107,2002,"GRANADE, CALLIE V.",-0.4932805299758911,0.0,1.0,0.0,0.0,52.0,0.03999999910593033,0.0
15015,2003,"WRIGHT, SUSAN WEBBER",-0.5840301513671875,1.0,0.0,0.0,0.0,55.0,0.06896551698446274,0.0
10483,2009,"PARKER, JAMES A.",0.7227575778961182,1.0,1.0,0.0,0.0,72.0,0.0,1.0
8345,2003,"LOVELL, CHARLES C.",0.40012598037719727,1.0,1.0,0.0,0.0,74.0,0.125,1.0
7366,2007,"KESSLER, GLADYS",0.916256844997406,0.0,1.0,0.0,1.0,69.0,0.125,0.0
10496,2007,"PARKER, JOHN V.",0.39415985345840454,1.0,1.0,0.0,1.0,79.0,0.0,1.0
14628,2010,"WHYTE, RONALD MCLEOD",-0.027920706197619438,1.0,1.0,0.0,0.0,68.0,0.0,1.0
7500,2001,"KOELTL, JOHN G.",-0.21238268911838531,0.0,1.0,0.0,1.0,56.0,0.032258063554763794,1.0
2541,2000,"COLLINS, AUDREY B.",0.3687966763973236,0.0,0.0,1.0,1.0,55.0,0.0535714291036129,0.0
664,2004,"BATES, JOHN D.",1.2082840204238892,0.0,1.0,0.0,0.0,58.0,0.2222222238779068,1.0
8112,2005,"LEONARD, TIMOTHY D.",0.4878014922142029,1.0,1.0,0.0,0.0,65.0,0.08510638028383255,1.0
13369,2008,"TAGLE, HILDA G.",0.1669153869152069,1.0,0.0,0.0,1.0,62.0,0.006211180239915848,0.0
5340,1999,"HAIK, RICHARD T., SR.",0.39778199791908264,0.0,0.0,0.0,0.0,49.0,0.125,1.0
6973,2008,"JUNELL, ROBERT A.",1.3914308547973633,0.0,0.0,0.0,0.0,61.0,0.028846153989434242,1.0
4386,2000,"FRIEDMAN, JEROME B.",0.7696641087532043,0.0,1.0,0.0,1.0,57.0,0.13235294818878174,1.0
11828,1999,"SAFFELS, DALE EMERSON",0.3041038513183594,1.0,1.0,0.0,1.0,78.0,0.11627907305955887,1.0
6903,2001,"JORDAN, ADALBERTO JOSE",-0.39994651079177856,0.0,1.0,0.0,1.0,40.0,0.043478261679410934,1.0
6063,2004,"HOLDERMAN, JAMES F., JR.",-0.39513856172561646,1.0,1.0,0.0,0.0,58.0,0.1111111119389534,1.0
11572,1996,"ROLL, JOHN MCCARTHY",-1.2660744190216064,0.0,0.0,0.0,0.0,49.0,0.1666666716337204,1.0
14951,1998,"WOODLOCK, DOUGLAS P.",0.392446905374527,1.0,0.0,0.0,0.0,51.0,0.0,1.0
3104,2009,"DAVIDSON, GLEN H.",0.08315041661262512,1.0,0.0,0.0,0.0,68.0,0.0,1.0
14610,2011,"WHITTEMORE, JAMES D.",1.2322571277618408,1.0,1.0,0.0,1.0,59.0,0.07352941483259201,1.0
4473,2004,"FULLER, MARK E.",-0.22425712645053864,0.0,0.0,0.0,0.0,46.0,0.12820513546466827,1.0
4998,2000,"GONZALEZ, JOSE A., JR.",1.0941410064697266,1.0,1.0,0.0,1.0,69.0,0.5,1.0
8473,2010,"MAGNUSON, PAUL A.",-0.9241392612457275,1.0,0.0,0.0,0.0,73.0,0.0,1.0
3822,2004,"ELLIS, T.S., III",1.5974667072296143,1.0,1.0,0.0,0.0,64.0,0.5,1.0
